"Date and Time Run 1","Time (s) Run 1","X Magnetic Field Strength (G) Run 1","Y Magnetic Field Strength (G) Run 1","Z Magnetic Field Strength (G) Run 1","|Resultant| Magnetic Field Strength (G) Run 1","Date and Time Run 2","Time (s) Run 2","X Magnetic Field Strength (G) Run 2","Y Magnetic Field Strength (G) Run 2","Z Magnetic Field Strength (G) Run 2","|Resultant| Magnetic Field Strength (G) Run 2","Date and Time Run 3","Time (s) Run 3","X Magnetic Field Strength (G) Run 3","Y Magnetic Field Strength (G) Run 3","Z Magnetic Field Strength (G) Run 3","|Resultant| Magnetic Field Strength (G) Run 3","Date and Time Run 4","Time (s) Run 4","X Magnetic Field Strength (G) Run 4","Y Magnetic Field Strength (G) Run 4","Z Magnetic Field Strength (G) Run 4","|Resultant| Magnetic Field Strength (G) Run 4","Date and Time Run 5","Time (s) Run 5","X Magnetic Field Strength (G) Run 5","Y Magnetic Field Strength (G) Run 5","Z Magnetic Field Strength (G) Run 5","|Resultant| Magnetic Field Strength (G) Run 5","Date and Time Run 6","Time (s) Run 6","X Magnetic Field Strength (G) Run 6","Y Magnetic Field Strength (G) Run 6","Z Magnetic Field Strength (G) Run 6","|Resultant| Magnetic Field Strength (G) Run 6","Date and Time Run 7","Time (s) Run 7","X Magnetic Field Strength (G) Run 7","Y Magnetic Field Strength (G) Run 7","Z Magnetic Field Strength (G) Run 7","|Resultant| Magnetic Field Strength (G) Run 7","Date and Time Run 8","Time (s) Run 8","X Magnetic Field Strength (G) Run 8","Y Magnetic Field Strength (G) Run 8","Z Magnetic Field Strength (G) Run 8","|Resultant| Magnetic Field Strength (G) Run 8","Date and Time Run 9","Time (s) Run 9","X Magnetic Field Strength (G) Run 9","Y Magnetic Field Strength (G) Run 9","Z Magnetic Field Strength (G) Run 9","|Resultant| Magnetic Field Strength (G) Run 9","Date and Time Run 10","Time (s) Run 10","X Magnetic Field Strength (G) Run 10","Y Magnetic Field Strength (G) Run 10","Z Magnetic Field Strength (G) Run 10","|Resultant| Magnetic Field Strength (G) Run 10","Date and Time Run 11","Time (s) Run 11","X Magnetic Field Strength (G) Run 11","Y Magnetic Field Strength (G) Run 11","Z Magnetic Field Strength (G) Run 11","|Resultant| Magnetic Field Strength (G) Run 11","Date and Time Run 12","Time (s) Run 12","X Magnetic Field Strength (G) Run 12","Y Magnetic Field Strength (G) Run 12","Z Magnetic Field Strength (G) Run 12","|Resultant| Magnetic Field Strength (G) Run 12","Date and Time Run 13","Time (s) Run 13","X Magnetic Field Strength (G) Run 13","Y Magnetic Field Strength (G) Run 13","Z Magnetic Field Strength (G) Run 13","|Resultant| Magnetic Field Strength (G) Run 13","Date and Time Run 14","Time (s) Run 14","X Magnetic Field Strength (G) Run 14","Y Magnetic Field Strength (G) Run 14","Z Magnetic Field Strength (G) Run 14","|Resultant| Magnetic Field Strength (G) Run 14","Date and Time Run 15","Time (s) Run 15","X Magnetic Field Strength (G) Run 15","Y Magnetic Field Strength (G) Run 15","Z Magnetic Field Strength (G) Run 15","|Resultant| Magnetic Field Strength (G) Run 15"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:32 pm,956.900,0.173,-0.182,0.195,0.317,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:33 pm,957.000,0.176,-0.183,0.185,0.314,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:33 pm,957.100,0.135,-0.212,0.198,0.320,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:33 pm,957.200,0.150,-0.213,0.171,0.312,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:33 pm,957.300,0.158,-0.216,0.141,0.302,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:33 pm,957.400,0.173,-0.191,0.153,0.299,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:33 pm,957.500,0.176,-0.156,0.194,0.304,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:33 pm,957.600,0.156,-0.110,0.245,0.310,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:33 pm,957.700,0.122,-0.0480,0.306,0.333,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:33 pm,957.800,0.0705,0.00150,0.353,0.359,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:33 pm,957.900,0.0495,0.00,0.357,0.360,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:34 pm,958.000,0.0810,-0.00450,0.339,0.349,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:34 pm,958.100,0.108,0.00,0.323,0.340,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:34 pm,958.200,0.117,-0.0135,0.320,0.341,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:34 pm,958.300,0.104,-0.0690,0.308,0.332,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:34 pm,958.400,0.0960,-0.0615,0.318,0.338,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:34 pm,958.500,0.146,-0.0120,0.288,0.323,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:34 pm,958.600,0.173,0.00600,0.270,0.320,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:34 pm,958.700,0.194,0.0150,0.254,0.319,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:34 pm,958.800,0.198,0.0210,0.243,0.314,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:34 pm,958.900,0.209,0.0225,0.231,0.312,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:35 pm,959.000,0.230,0.00300,0.207,0.309,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:35 pm,959.100,0.231,0.00,0.194,0.301,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:35 pm,959.200,0.225,-0.0120,0.195,0.298,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:35 pm,959.300,0.213,-0.0165,0.213,0.302,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:35 pm,959.400,0.216,-0.0195,0.218,0.307,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:35 pm,959.500,0.212,-0.00900,0.222,0.307,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:35 pm,959.600,0.200,0.00,0.242,0.313,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:35 pm,959.700,0.194,0.00750,0.249,0.315,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:35 pm,959.800,0.192,0.00150,0.254,0.318,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:35 pm,959.900,0.192,0.00150,0.248,0.313,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:36 pm,960.000,0.192,0.0105,0.251,0.316,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:36 pm,960.100,0.189,0.00150,0.251,0.314,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:36 pm,960.200,0.188,-0.00300,0.254,0.315,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:36 pm,960.300,0.179,-0.0120,0.263,0.318,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:36 pm,960.400,0.180,-0.0105,0.264,0.320,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:36 pm,960.500,0.179,-0.0150,0.263,0.318,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:36 pm,960.600,0.171,-0.0150,0.266,0.316,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:36 pm,960.700,0.170,-0.00750,0.269,0.318,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:36 pm,960.800,0.173,0.0135,0.279,0.328,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:36 pm,960.900,0.179,-0.00150,0.264,0.319,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:37 pm,961.000,0.177,0.0210,0.261,0.316,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:37 pm,961.100,0.185,0.0330,0.263,0.323,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:37 pm,961.200,0.191,0.0330,0.260,0.324,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:37 pm,961.300,0.195,0.0375,0.264,0.330,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:37 pm,961.400,0.194,0.0375,0.252,0.320,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:37 pm,961.500,0.200,0.0480,0.245,0.319,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:37 pm,961.600,0.233,0.0750,0.191,0.310,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:37 pm,961.700,0.267,0.123,0.0960,0.309,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:37 pm,961.800,0.272,0.167,-0.0390,0.321,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:37 pm,961.900,0.228,0.158,-0.186,0.334,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:38 pm,962.000,0.170,0.0930,-0.294,0.352,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:38 pm,962.100,0.134,-0.0150,-0.336,0.362,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:38 pm,962.200,0.0915,-0.126,-0.344,0.377,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:38 pm,962.300,0.0390,-0.186,-0.351,0.399,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:38 pm,962.400,-0.00450,-0.216,-0.348,0.410,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:38 pm,962.500,-0.0720,-0.234,-0.353,0.429,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:38 pm,962.600,-0.0930,-0.245,-0.353,0.439,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:38 pm,962.700,-0.113,-0.258,-0.354,0.452,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:38 pm,962.800,-0.140,-0.260,-0.353,0.459,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:38 pm,962.900,-0.153,-0.275,-0.353,0.472,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:39 pm,963.000,-0.168,-0.275,-0.348,0.474,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:39 pm,963.100,-0.191,-0.278,-0.342,0.480,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:39 pm,963.200,-0.222,-0.276,-0.339,0.490,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:39 pm,963.300,-0.233,-0.270,-0.338,0.491,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:39 pm,963.400,-0.237,-0.264,-0.332,0.486,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:39 pm,963.500,-0.242,-0.264,-0.329,0.486,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:39 pm,963.600,-0.258,-0.266,-0.318,0.488,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:39 pm,963.700,-0.260,-0.269,-0.306,0.483,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:39 pm,963.800,-0.272,-0.279,-0.252,0.464,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:39 pm,963.900,-0.309,-0.257,-0.134,0.423,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:40 pm,964.000,-0.284,-0.239,-0.0795,0.379,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:40 pm,964.100,-0.291,-0.233,-0.0660,0.378,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:40 pm,964.200,-0.303,-0.215,-0.0555,0.375,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:40 pm,964.300,-0.317,-0.200,-0.0570,0.378,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:40 pm,964.400,-0.327,-0.189,-0.0555,0.382,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:40 pm,964.500,-0.339,-0.164,-0.0555,0.380,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:40 pm,964.600,-0.366,-0.125,-0.0840,0.396,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:40 pm,964.700,-0.378,-0.0675,-0.146,0.411,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:40 pm,964.800,-0.356,-0.0480,-0.248,0.436,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:40 pm,964.900,-0.234,-0.0705,-0.357,0.433,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:41 pm,965.000,-0.0720,-0.153,-0.353,0.391,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:41 pm,965.100,0.0285,-0.240,-0.272,0.363,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:41 pm,965.200,0.0900,-0.293,-0.107,0.324,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:41 pm,965.300,0.114,-0.266,0.110,0.309,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:41 pm,965.400,0.0855,-0.207,0.216,0.311,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:41 pm,965.500,0.0585,-0.206,0.233,0.316,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:41 pm,965.600,0.0675,-0.198,0.231,0.312,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:41 pm,965.700,0.0630,-0.204,0.236,0.318,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:41 pm,965.800,0.0300,-0.203,0.252,0.325,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:41 pm,965.900,-0.0525,-0.183,0.291,0.348,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:42 pm,966.000,-0.171,-0.156,0.303,0.381,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:42 pm,966.100,-0.233,-0.129,0.296,0.398,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:42 pm,966.200,-0.275,-0.129,0.278,0.411,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:42 pm,966.300,-0.291,-0.129,0.267,0.415,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:42 pm,966.400,-0.230,-0.0825,0.323,0.404,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:42 pm,966.500,-0.203,-0.0675,0.333,0.396,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:42 pm,966.600,-0.237,-0.0885,0.308,0.398,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:42 pm,966.700,-0.186,-0.107,0.323,0.387,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:42 pm,966.800,-0.171,-0.134,0.308,0.376,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:13:42 pm,966.900,-0.131,-0.164,0.288,0.356,,,,,,
